Date,benchmark_SP500,BB_COM,EUROSTOXX50,GER_10Y,JAP_10Y,N225,SP500,SPGSGC,US_10Y
2011-08-15,1204.49,158.3941,2324.48,107.57,133.23,9086.41,1204.49,1023.52,108.40625
2011-08-16,1192.76,158.3815,2323.67,108.14,133.3,9107.43,1192.76,1039.24,108.921875
2011-08-17,1193.89,159.7031,2331.12,108.73,133.4,9057.26,1193.89,1044.36,109.140625
2011-08-18,1140.65,157.0895,2206.61,109.83,133.7,8943.76,1140.65,1060.78,109.609375
2011-08-19,1123.53,159.0033,2159.07,109.77,133.85,8719.24,1123.53,1078.37,109.59375
2011-08-22,1123.82,159.8813,2183.39,109.67,133.85,8628.13,1123.82,1101.48,109.34375
2011-08-23,1162.35,160.6887,2199.98,109.49,133.64,8733.01,1162.35,1083.66,109.0625
2011-08-24,1177.6,158.3737,2238.7,108.82,133.74,8639.61,1177.6,1023.11,108.328125
2011-08-25,1159.27,159.2828,2216.7,109.26,133.51,8772.36,1159.27,1026.55,108.78125
2011-08-26,1176.8,161.1418,2190.44,109.62,133.42,8797.78,1176.8,1046.4,109.09375
2011-08-29,1210.08,161.4124,2239.3,108.9,133.65,8851.35,1210.08,1043.08,108.71875
2011-08-30,1212.92,163.4335,2239.14,109.53,133.58,8953.9,1212.92,1065.32,109.203125
2011-08-31,1218.89,164.4327,2302.08,108.93,133.51,8955.2,1218.89,1066.43,108.859375
2011-09-01,1204.42,162.9113,2305.75,109.83,133.25,9060.8,1204.42,1064.92,109.46875
2011-09-02,1173.97,162.5149,2220.72,110.95,133.4,8950.74,1173.97,1092.75,109.984375
2011-09-06,1165.24,161.2232,2080.1,112.04,134.12,8590.57,1165.24,1090.65,109.953125
2011-09-07,1198.62,162.2705,2151.16,111.82,133.86,8763.41,1198.62,1058.22,109.640625
2011-09-08,1185.9,162.747,2163.4,112.17,133.74,8793.12,1185.9,1081.45,109.984375
2011-09-09,1154.23,160.6014,2073.67,113.07,133.76,8737.66,1154.23,1082.62,110.4375
2011-09-12,1162.27,159.733,1995.01,113.32,133.9,8535.67,1162.27,1055.72,110.109375
2011-09-13,1172.87,160.1931,2036.64,112.83,133.82,8616.55,1172.87,1065.5,109.890625
2011-09-14,1188.68,159.6802,2083.38,112.19,133.95,8518.57,1188.68,1063.4,109.875
2011-09-15,1209.11,158.2791,2155.62,111.64,133.94,8668.86,1209.11,1037.15,109.296875
2011-09-16,1216.01,157.4798,2159.28,112.15,133.77,8864.16,1216.01,1056.53,109.53125
2011-09-20,1202.09,155.2538,2140.41,112.97,133.97,8721.24,1202.09,1053.27,110.140625
2011-09-21,1166.76,153.9961,2098.49,113.13,133.97,8741.16,1166.76,1052.69,110.46875
2011-09-22,1129.56,147.2093,1995.75,113.79,133.9,8560.26,1129.56,1014.03,111.125
2011-09-26,1162.95,143.2628,2083.35,112.29,133.96,8374.13,1162.95,928.5,110.015625
2011-09-27,1175.38,147.0767,2194.03,111.51,133.74,8609.95,1175.38,962.1,109.625
2011-09-28,1151.06,143.2329,2176.64,111.26,133.71,8615.65,1151.06,942.07,109.625
2011-09-29,1160.4,143.9562,2212.44,111.3,133.74,8701.23,1160.4,941.6,109.46875
2011-09-30,1131.42,140.2016,2179.66,112.16,133.5,8700.29,1131.42,944.52,109.890625
2011-10-03,1099.23,140.2979,2138.24,113.26,133.54,8545.48,1099.23,965.13,110.703125
2011-10-04,1123.95,138.3527,2091.09,113.23,133.79,8456.12,1123.95,940.85,110.296875
2011-10-05,1144.03,140.4014,2179.42,112.28,133.97,8382.98,1144.03,955.75,109.890625
2011-10-06,1164.97,142.7908,2248.78,111.46,133.97,8522.02,1164.97,962.51,109.3125
2011-10-07,1155.46,141.8116,2269.19,111.45,133.89,8605.62,1155.46,952.38,108.71875
2011-10-11,1195.54,145.9048,2315.97,110.32,133.74,8773.68,1195.54,967.05,108.28125
2011-10-12,1207.25,146.0667,2372.15,109.46,133.74,8738.9,1207.25,979.62,108.046875
2011-10-13,1203.66,145.5652,2332.52,110.09,133.51,8823.25,1203.66,971.41,108.296875
2011-10-14,1224.58,148.209,2355.48,109.35,133.46,8747.96,1224.58,979.86,108.03125
2011-10-17,1200.86,147.1555,2315.89,110.61,133.44,8879.6,1200.86,976.13,108.625
2011-10-18,1225.38,146.8853,2306.81,110.84,133.45,8741.91,1225.38,962.27,108.515625
2011-10-19,1209.88,144.9318,2330.08,111.05,133.43,8772.54,1209.88,958.9,108.71875
2011-10-20,1215.39,143.4456,2271.77,110.97,133.6,8682.15,1215.39,939.04,108.546875
2011-10-21,1238.25,144.9473,2337.51,110.55,133.58,8678.89,1238.25,952.55,108.46875
2011-10-24,1254.19,147.8057,2369.07,110.5,133.48,8843.98,1254.19,961.98,108.296875
2011-10-25,1229.05,148.7192,2343.96,110.96,133.57,8762.31,1229.05,989.99,109.09375
2011-10-26,1242.0,147.2336,2335.06,110.72,133.9,8748.47,1242.0,1003.44,108.46875
2011-10-27,1284.59,150.8557,2476.92,109.26,133.77,8926.54,1284.59,1017.52,107.453125
2011-10-28,1285.09,150.8745,2462.36,109.68,133.4,9050.47,1285.09,1017.23,108.03125
2011-10-31,1253.3,149.4779,2385.22,112.04,133.34,8988.39,1253.3,1004.43,109.3125
2011-11-01,1218.28,147.2323,2259.73,113.3,133.58,8835.52,1218.28,1004.43,109.953125
2011-11-02,1237.9,147.5609,2291.89,112.81,133.83,8640.42,1237.9,1006.99,110.0625
2011-11-04,1253.23,149.4832,2291.47,113.15,133.91,8801.4,1253.23,1022.42,110.0
2011-11-07,1261.12,149.6769,2275.92,113.05,133.95,8767.09,1261.12,1043.07,109.953125
2011-11-08,1275.92,150.7089,2303.2,112.44,134.05,8655.51,1275.92,1048.09,109.6875
2011-11-09,1229.1,148.6782,2249.39,114.15,133.98,8755.44,1229.1,1043.96,110.328125
2011-11-10,1239.69,148.1487,2254.92,113.45,134.15,8500.8,1239.69,1025.57,110.03125
2011-11-11,1263.85,148.9295,2324.81,112.58,134.1,8514.47,1263.85,1042.5,109.671875
2011-11-14,1251.78,147.8865,2288.32,113.62,134.04,8603.7,1251.78,1036.85,110.03125
2011-11-15,1257.81,148.9389,2254.0,113.53,134.09,8541.93,1257.81,1039.07,110.0625
2011-11-16,1236.91,149.1856,2267.96,113.47,134.23,8463.16,1236.91,1034.53,110.296875
2011-11-17,1216.13,145.4653,2242.78,113.12,134.2,8479.63,1216.13,1003.09,110.40625
2011-11-18,1215.65,144.898,2236.68,112.09,134.31,8374.91,1215.65,1006.0,109.96875
2011-11-21,1192.98,143.083,2160.28,112.45,134.23,8348.27,1192.98,979.04,110.296875
2011-11-22,1188.04,144.3383,2136.81,112.6,134.19,8314.74,1188.04,992.96,110.453125
2011-11-25,1158.67,141.7362,2111.26,110.16,133.56,8160.01,1158.67,983.06,110.234375
2011-11-28,1192.55,143.0226,2221.76,110.18,133.16,8287.49,1192.55,998.19,110.234375
2011-11-29,1195.19,144.4059,2234.17,109.66,133.03,8477.82,1195.19,1000.76,110.171875
2011-11-30,1246.96,146.1596,2330.43,109.71,133.07,8434.61,1246.96,1019.04,109.796875
2011-12-01,1244.58,145.8963,2313.84,110.78,133.17,8597.38,1244.58,1012.93,109.703125
2011-12-02,1244.28,146.2884,2342.5,111.08,133.36,8643.75,1244.28,1019.62,110.140625
2011-12-05,1257.08,145.5054,2369.39,110.25,133.44,8695.98,1257.08,1009.84,109.984375
2011-12-06,1258.47,145.8427,2356.71,110.61,133.44,8575.16,1258.47,1008.27,109.796875
2011-12-07,1261.01,144.6089,2344.92,111.15,133.41,8722.17,1261.01,1015.84,110.25
2011-12-08,1234.35,143.4792,2288.05,112.15,133.59,8664.58,1234.35,997.55,110.671875
2011-12-09,1255.19,142.9838,2342.59,110.83,133.85,8536.46,1255.19,999.53,110.140625
2011-12-12,1236.47,140.7678,2269.46,111.92,133.8,8653.82,1236.47,971.24,110.5
2011-12-13,1225.73,141.6432,2260.98,112.14,134.08,8552.81,1225.73,968.27,110.734375
2011-12-14,1211.82,136.5306,2205.91,112.97,134.09,8519.13,1211.82,923.91,111.015625
2011-12-15,1215.75,136.2643,2224.89,112.99,134.2,8377.37,1215.75,918.26,110.984375
2011-12-16,1219.66,137.0063,2202.72,113.54,134.12,8401.72,1219.66,930.31,111.4375
2011-12-19,1205.35,137.2633,2202.95,113.37,134.17,8296.12,1205.35,929.61,111.5
2011-12-20,1241.3,139.5701,2262.39,112.72,134.14,8336.48,1241.3,941.78,110.875
2011-12-21,1243.72,140.379,2244.35,112.77,134.14,8459.98,1243.72,939.45,110.734375
2011-12-22,1254.0,141.0856,2273.02,112.84,134.2,8395.16,1254.0,937.7,110.78125
2011-12-27,1265.43,142.1297,2290.31,112.95,134.1,8440.56,1265.43,928.91,110.359375
2011-12-28,1249.64,140.6948,2255.03,113.28,133.99,8423.62,1249.64,910.63,110.859375
2011-12-29,1263.02,139.9781,2292.28,113.58,134.09,8398.89,1263.02,897.12,111.03125
2011-12-30,1257.6,140.6802,2316.55,113.82,134.22,8455.35,1257.6,912.2,111.296875
2012-01-04,1277.3,144.4944,2349.89,112.99,134.14,8560.11,1277.3,938.93,110.765625
2012-01-05,1281.06,142.3351,2315.75,113.53,134.2,8488.71,1281.06,943.23,110.765625
2012-01-06,1277.81,142.5498,2298.65,113.82,134.24,8390.35,1277.81,941.31,111.015625
2012-01-10,1292.08,144.2135,2347.47,113.59,134.24,8422.26,1292.08,950.55,110.984375
2012-01-11,1292.48,143.1714,2339.51,114.07,134.28,8447.88,1292.48,955.64,111.375
2012-01-12,1295.5,141.6074,2345.85,113.95,134.41,8385.59,1295.5,960.7,111.21875
2012-01-13,1289.09,140.5055,2338.01,114.61,134.45,8500.02,1289.09,951.09,111.578125
2012-01-17,1293.67,141.4807,2396.63,114.52,134.4,8466.4,1293.67,965.53,111.640625
2012-01-18,1308.04,141.1504,2390.64,114.34,134.35,8550.58,1308.04,967.98,111.40625
2012-01-19,1314.5,141.5853,2435.04,113.89,134.36,8639.68,1314.5,964.83,110.90625
2012-01-20,1315.38,141.242,2426.96,113.02,134.19,8766.36,1315.38,970.42,110.625
2012-01-23,1316.0,143.5295,2441.44,112.64,134.06,8765.9,1316.0,978.75,110.421875
2012-01-24,1314.65,143.9862,2432.07,112.61,133.96,8785.33,1314.65,970.77,110.4375
2012-01-25,1326.05,145.601,2421.12,113.05,134.01,8883.69,1326.05,991.5,111.109375
2012-01-26,1318.43,146.2543,2460.4,113.72,134.3,8849.47,1318.43,1007.16,111.5625
2012-01-27,1316.33,146.623,2436.62,113.86,134.41,8841.22,1316.33,1010.36,111.84375
2012-01-30,1313.01,145.0544,2404.62,114.31,134.46,8793.05,1313.01,1009.78,112.046875
2012-01-31,1312.41,144.1561,2416.66,114.51,134.39,8802.51,1312.41,1013.27,112.28125
2012-02-01,1324.09,144.3208,2470.79,114.0,134.46,8809.79,1324.09,1018.57,112.09375
2012-02-02,1325.54,144.4537,2478.15,114.18,134.54,8876.82,1325.54,1024.28,112.234375
2012-02-03,1344.9,145.5442,2515.15,113.25,134.49,8831.93,1344.9,1013.22,111.640625
2012-02-06,1344.33,145.8447,2507.89,113.81,134.28,8929.2,1344.33,1004.25,111.75
2012-02-07,1347.05,146.0433,2514.12,113.06,134.28,8917.52,1347.05,1017.93,111.28125
2012-02-08,1349.96,145.8883,2512.92,112.83,134.06,9015.59,1349.96,1007.98,111.21875
2012-02-09,1351.95,146.546,2522.34,112.41,134.11,9002.24,1351.95,1013.74,111.078125
2012-02-10,1342.64,144.8869,2480.76,113.55,134.18,8947.17,1342.64,1004.48,111.390625
2012-02-13,1351.77,145.2825,2491.54,113.31,134.18,8999.18,1351.77,1004.25,111.390625
2012-02-14,1350.5,144.9188,2488.29,113.48,134.36,9052.07,1350.5,1000.06,111.546875
2012-02-15,1343.23,144.7028,2493.96,113.9,134.44,9260.34,1343.23,1006.11,111.6875
2012-02-16,1358.04,145.2101,2489.35,113.63,134.66,9238.1,1358.04,1006.29,111.21875
2012-02-17,1361.23,145.7564,2520.31,113.45,134.54,9384.17,1361.23,1004.83,111.171875
2012-02-21,1362.21,147.7198,2541.6,113.01,134.38,9463.02,1362.21,1023.81,110.84375
2012-02-22,1357.66,148.2921,2519.0,113.75,134.27,9554.0,1357.66,1031.27,111.25
2012-02-23,1363.46,148.5882,2508.08,113.9,134.28,9595.57,1363.46,1040.0,111.296875
2012-02-24,1365.74,149.3519,2523.69,113.95,134.34,9647.38,1365.74,1034.23,111.375
2012-02-27,1367.59,149.0454,2513.06,114.37,134.33,9633.93,1367.59,1033.36,111.703125
2012-02-28,1372.18,148.7183,2519.72,114.65,134.45,9722.52,1372.18,1041.22,111.6875
2012-02-29,1365.68,148.0367,2512.11,114.52,134.52,9723.24,1365.68,996.33,111.484375
2012-03-01,1374.09,148.5604,2548.66,114.24,134.5,9707.37,1374.09,1002.68,111.125
2012-03-02,1369.63,147.6924,2546.16,114.59,134.34,9777.03,1369.63,995.46,111.578125
2012-03-05,1364.33,146.3852,2529.86,114.53,134.39,9698.59,1364.33,992.02,111.3125
2012-03-06,1343.36,143.9578,2443.52,114.93,134.43,9637.63,1343.36,973.51,111.8125
2012-03-07,1352.63,143.7001,2460.77,114.87,134.57,9576.06,1352.63,980.71,111.59375
2012-03-08,1365.91,144.219,2514.22,114.8,134.42,9768.96,1365.91,989.65,111.375
2012-03-09,1370.87,145.3984,2515.95,114.8,134.41,9929.74,1370.87,997.43,111.28125
2012-03-12,1371.09,144.8762,2514.97,115.04,134.57,9889.86,1371.09,990.85,111.203125
2012-03-13,1395.95,145.9839,2556.82,114.29,134.58,9899.08,1395.95,987.89,110.578125
2012-03-14,1394.28,144.6324,2574.79,113.35,134.07,10050.52,1394.28,957.91,109.625
2012-03-15,1402.6,145.5788,2593.97,113.13,133.27,10123.28,1402.6,967.51,109.59375
2012-03-16,1404.17,146.2257,2608.3,112.49,133.4,10129.83,1404.17,965.36,109.40625
2012-03-19,1409.75,146.4776,2608.42,112.23,133.57,10141.99,1409.75,972.11,108.84375
2012-03-21,1402.89,144.3583,2567.58,113.1,133.72,10086.49,1402.89,962.21,109.34375
2012-03-22,1392.78,142.9386,2530.22,113.58,133.72,10127.08,1392.78,957.67,109.484375
2012-03-23,1397.11,144.0591,2525.43,114.03,133.77,10011.47,1397.11,969.32,109.78125
2012-03-26,1416.51,144.4699,2539.87,113.52,133.96,10018.24,1416.51,982.88,109.765625
2012-03-27,1412.52,144.0014,2525.21,114.02,133.96,10255.15,1412.52,982.59,110.28125
2012-03-28,1405.54,142.2276,2496.68,114.22,134.09,10182.57,1405.54,966.76,110.1875
2012-03-29,1403.28,139.9437,2452.74,114.64,134.13,10114.79,1403.28,963.5,110.5
2012-03-30,1408.47,141.9021,2477.28,114.43,134.15,10083.56,1408.47,973.39,110.1875
2012-04-02,1419.04,143.7664,2501.18,114.63,133.9,10109.87,1419.04,977.93,110.421875
2012-04-03,1413.38,143.5999,2458.98,114.24,133.75,10050.39,1413.38,973.45,109.609375
2012-04-04,1398.96,140.8546,2398.46,114.84,133.74,9819.99,1398.96,939.74,110.1875
2012-04-05,1398.08,141.6643,2392.54,115.53,133.9,9767.61,1398.08,949.06,110.546875
2012-04-10,1358.59,139.3818,2321.53,116.4,134.58,9538.02,1358.59,966.87,111.953125
2012-04-11,1368.71,139.6251,2341.36,115.94,134.67,9458.74,1368.71,966.64,111.65625
2012-04-12,1387.57,141.3537,2352.24,115.83,134.63,9524.79,1387.57,978.46,111.5625
2012-04-13,1370.26,139.462,2291.51,116.3,134.7,9637.99,1370.26,966.58,111.953125
2012-04-16,1369.57,138.2429,2301.19,116.22,134.79,9470.64,1369.57,960.47,111.96875
2012-04-17,1390.78,138.4587,2367.05,116.1,134.83,9464.71,1390.78,961.28,111.84375
2012-04-18,1385.14,137.1674,2327.84,116.37,134.73,9667.26,1385.14,954.59,111.96875
2012-04-19,1376.92,137.5226,2284.67,116.64,134.77,9588.38,1376.92,955.64,112.0
2012-04-20,1378.53,138.1999,2311.27,116.57,134.83,9561.36,1378.53,956.45,112.0625
2012-04-23,1366.94,137.9107,2244.83,117.02,135.04,9542.17,1366.94,950.51,112.265625
2012-04-24,1371.97,138.1389,2284.08,116.5,134.89,9468.04,1371.97,957.03,112.046875
2012-04-25,1390.69,138.8026,2322.91,116.32,134.92,9561.01,1390.69,956.16,112.03125
2012-04-26,1399.98,139.5597,2322.69,116.74,134.94,9561.83,1399.98,966.76,112.359375
2012-04-27,1403.36,140.6345,2344.02,116.75,135.2,9520.89,1403.36,969.26,112.390625
2012-05-02,1402.31,139.2058,2290.31,117.43,135.07,9380.25,1402.31,962.97,112.4375
2012-05-07,1369.58,137.3122,2283.09,117.66,135.35,9119.14,1369.58,954.56,112.890625
2012-05-08,1363.72,136.274,2236.11,118.1,135.2,9181.65,1363.72,934.69,113.0625
2012-05-09,1354.58,135.908,2225.63,118.27,135.36,9045.06,1354.58,928.96,113.078125
2012-05-10,1357.99,136.0122,2247.38,118.3,135.23,9009.65,1357.99,929.98,113.0625
2012-05-11,1353.39,134.7538,2254.54,118.48,135.39,8953.31,1353.39,923.56,113.21875
2012-05-14,1338.35,133.1207,2201.95,119.01,135.4,8973.84,1338.35,910.11,113.609375
2012-05-15,1330.66,133.8805,2178.67,118.91,135.32,8900.74,1330.66,907.84,113.515625
2012-05-16,1324.8,134.3202,2175.34,118.87,135.55,8801.17,1324.8,895.84,113.5
2012-05-17,1304.86,135.0473,2146.91,119.4,135.32,8876.59,1304.86,918.2,113.78125
2012-05-18,1295.22,136.0004,2144.69,119.14,135.51,8611.31,1295.22,928.16,113.671875
2012-05-21,1315.99,135.7211,2150.16,118.95,135.27,8633.89,1315.99,926.29,113.625
2012-05-22,1316.63,134.4469,2192.85,118.96,135.32,8729.29,1316.63,919.19,113.546875
2012-05-23,1318.86,132.3578,2134.05,119.31,135.32,8556.6,1318.86,902.77,113.75
2012-05-24,1320.68,132.3896,2156.52,119.38,135.24,8563.38,1320.68,908.13,113.484375
2012-05-25,1317.82,132.6133,2161.87,119.68,135.14,8580.39,1317.82,914.76,113.84375
2012-05-29,1332.42,131.1312,2160.31,119.41,135.47,8657.08,1332.42,903.0,113.734375
2012-05-30,1313.32,129.4238,2116.18,120.61,135.49,8633.19,1313.32,911.56,114.5625
2012-05-31,1310.33,128.3789,2118.94,120.98,135.66,8542.73,1310.33,910.69,114.90625
2012-06-01,1278.04,126.8123,2068.66,121.41,135.86,8440.25,1278.04,944.4,115.515625
2012-06-04,1278.18,127.5493,2078.96,120.91,135.83,8295.63,1278.18,939.63,114.9375
2012-06-05,1285.5,127.6687,2087.31,120.75,135.47,8382.0,1285.5,941.37,114.671875
2012-06-06,1315.13,129.4355,2137.73,119.54,135.64,8533.53,1315.13,951.44,114.1875
2012-06-07,1314.99,129.2446,2143.08,119.39,135.64,8639.72,1314.99,924.55,114.421875
2012-06-08,1325.66,128.8026,2143.9,119.69,135.82,8459.26,1325.66,926.53,114.375
2012-06-11,1308.93,128.3358,2137.7,120.16,135.62,8624.9,1308.93,929.67,114.71875
2012-06-12,1324.18,128.1947,2143.38,118.45,135.88,8536.72,1324.18,939.57,114.140625
2012-06-13,1314.88,127.3452,2143.5,118.56,135.78,8587.84,1314.88,942.83,114.609375
2012-06-14,1329.1,128.8291,2148.21,118.14,135.75,8568.89,1329.1,942.94,114.203125
2012-06-15,1342.84,128.7892,2181.23,118.5,135.78,8569.32,1342.84,947.89,114.671875
2012-06-18,1344.78,130.1254,2155.64,118.99,135.87,8721.02,1344.78,947.25,114.65625
2012-06-19,1357.98,131.4473,2198.01,117.92,136.11,8655.87,1357.98,945.04,114.359375
2012-06-20,1355.69,130.4093,2207.49,117.08,135.96,8752.31,1355.69,940.73,114.015625
2012-06-21,1325.51,127.8346,2199.42,118.05,136.0,8824.07,1325.51,911.45,114.28125
2012-06-22,1335.02,128.274,2186.81,117.52,135.94,8798.35,1335.02,912.26,113.953125
2012-06-25,1313.72,130.5643,2130.71,118.5,135.93,8734.62,1313.72,924.78,114.484375
2012-06-26,1319.99,131.2372,2127.95,118.05,136.02,8663.99,1319.99,916.92,114.34375
2012-06-27,1331.85,131.9817,2165.61,117.89,136.12,8730.49,1331.85,918.96,114.453125
2012-06-28,1329.04,130.4995,2157.62,118.18,136.03,8874.11,1329.04,902.66,114.734375
2012-06-29,1362.16,135.4213,2264.72,117.54,135.92,9006.78,1362.16,933.98,114.375
2012-07-02,1365.51,135.6749,2292.08,118.07,135.99,9003.48,1365.51,930.19,114.765625
2012-07-03,1374.02,139.3146,2320.43,117.97,136.04,9066.59,1374.02,944.22,114.53125
2012-07-05,1367.58,140.0924,2284.92,119.35,136.09,9079.8,1367.58,937.01,114.765625
2012-07-06,1354.68,136.8853,2235.51,120.02,136.16,9020.75,1354.68,919.25,115.078125
2012-07-09,1352.46,139.6408,2227.91,120.1,136.3,8896.88,1352.46,925.72,115.265625
2012-07-10,1341.47,137.4997,2241.85,120.29,136.29,8857.73,1341.47,920.87,115.34375
2012-07-11,1341.45,138.376,2246.23,120.5,136.36,8851.0,1341.45,919.06,115.203125
2012-07-12,1334.76,138.7976,2228.01,120.83,136.55,8720.01,1334.76,913.52,115.40625
2012-07-13,1356.78,140.3428,2259.09,120.81,136.47,8724.12,1356.78,929.67,115.359375
2012-07-17,1363.67,141.4492,2250.75,120.86,136.47,8755.0,1363.67,928.16,115.25
2012-07-18,1372.78,143.3508,2284.7,121.16,136.61,8726.74,1372.78,917.27,115.359375
2012-07-19,1376.51,145.8439,2302.45,121.03,136.67,8795.55,1376.51,922.86,115.265625
2012-07-20,1362.66,146.193,2237.33,121.54,136.65,8669.87,1362.66,924.2,115.625
2012-07-23,1350.52,143.6794,2179.31,121.45,136.81,8508.32,1350.52,921.05,115.796875
2012-07-24,1338.31,142.1146,2151.54,120.96,136.69,8488.09,1338.31,920.35,116.015625
2012-07-25,1337.89,142.9327,2159.09,120.72,136.81,8365.9,1337.89,938.93,115.9375
2012-07-26,1360.02,142.4196,2251.05,120.02,136.65,8443.1,1360.02,943.06,115.609375
2012-07-27,1385.97,143.4763,2301.23,119.2,136.54,8566.64,1385.97,944.75,114.984375
2012-07-30,1385.3,145.6207,2340.31,119.72,136.28,8635.44,1385.3,945.51,115.3125
2012-07-31,1379.32,144.169,2325.72,120.56,136.22,8695.06,1379.32,940.03,115.515625
2012-08-01,1375.14,143.3789,2333.38,119.7,136.39,8641.85,1375.14,935.78,115.046875
2012-08-02,1365.0,140.737,2263.36,120.83,136.4,8653.18,1365.0,926.12,115.34375
2012-08-03,1390.99,142.9237,2372.58,119.15,136.69,8555.11,1390.99,936.95,114.828125
2012-08-06,1394.23,143.0151,2399.32,119.45,136.63,8726.29,1394.23,940.96,114.84375
2012-08-07,1401.35,143.6555,2440.24,118.71,136.28,8803.31,1401.35,938.98,114.4375
2012-08-08,1402.22,143.9937,2432.28,119.05,136.13,8881.16,1402.22,940.85,114.328125
2012-08-09,1402.8,144.7398,2437.04,119.13,136.09,8978.6,1402.8,943.29,114.3125
2012-08-10,1405.87,143.2009,2423.22,119.52,136.1,8891.44,1405.87,944.81,114.5
2012-08-13,1404.11,141.6502,2415.96,119.35,136.2,8885.15,1404.11,938.87,114.453125
2012-08-14,1403.93,141.8403,2432.29,118.79,136.17,8929.88,1403.93,932.93,114.015625
2012-08-15,1405.53,142.2749,2430.39,118.02,135.95,8925.04,1405.53,935.38,113.53125
2012-08-16,1415.51,142.7206,2456.53,118.14,135.52,9092.76,1415.51,942.71,113.390625
2012-08-17,1418.16,143.1148,2471.53,118.47,135.82,9162.5,1418.16,942.83,113.546875
2012-08-20,1418.13,144.086,2466.32,118.37,135.71,9171.16,1418.13,944.92,113.59375
2012-08-21,1413.17,145.8271,2490.27,118.3,135.85,9156.92,1413.17,956.51,113.640625
2012-08-22,1413.49,146.1182,2452.73,119.07,135.82,9131.74,1413.49,955.11,114.40625
2012-08-23,1402.08,145.9769,2429.17,119.72,135.82,9178.12,1402.08,973.92,114.46875
2012-08-24,1411.13,145.357,2434.23,119.9,136.07,9070.76,1411.13,973.98,114.40625
2012-08-27,1410.44,144.6906,2461.82,119.93,136.04,9085.39,1410.44,975.55,114.640625
2012-08-28,1409.3,144.4079,2442.12,119.97,136.05,9033.29,1409.3,972.11,114.765625
2012-08-29,1410.49,145.227,2434.23,119.78,136.14,9069.81,1410.49,968.21,114.71875
2012-08-30,1399.48,145.039,2403.8,120.19,136.11,8983.78,1399.48,964.78,114.953125
2012-08-31,1406.58,146.0275,2440.71,120.16,136.21,8839.91,1406.58,982.53,115.578125
2012-09-04,1404.94,146.5667,2436.54,119.61,136.28,8775.51,1404.94,987.42,115.265625
2012-09-05,1403.44,145.6529,2441.81,119.25,136.37,8679.82,1403.44,986.26,115.15625
2012-09-06,1432.12,145.9943,2524.95,118.44,136.3,8680.57,1432.12,993.01,114.609375
2012-09-07,1437.92,147.2613,2538.6,118.54,136.14,8871.65,1437.92,1013.33,114.859375
2012-09-10,1429.08,147.8355,2528.53,118.78,136.32,8869.37,1429.08,1008.27,114.953125
2012-09-11,1433.56,148.6714,2557.65,118.52,136.34,8807.38,1433.56,1010.07,114.65625
2012-09-12,1436.56,149.4924,2564.8,117.86,136.21,8959.96,1436.56,1009.37,114.359375
2012-09-13,1459.99,150.5055,2543.22,118.37,136.02,8995.15,1459.99,1031.73,114.796875
2012-09-14,1465.77,152.0129,2594.56,117.16,136.28,9159.39,1465.77,1032.08,113.890625
2012-09-18,1459.32,147.4229,2553.4,117.65,136.07,9123.77,1459.32,1031.21,114.171875
2012-09-19,1461.05,147.0355,2567.67,117.78,135.99,9232.21,1461.05,1031.5,114.421875
2012-09-20,1460.26,146.3034,2553.03,118.14,136.21,9086.98,1460.26,1030.62,114.421875
2012-09-21,1460.15,147.6541,2577.08,118.31,136.21,9110.0,1460.15,1035.17,114.625
2012-09-24,1456.89,146.3266,2557.89,118.51,136.34,9069.29,1456.89,1027.36,114.875
2012-09-25,1441.59,146.8903,2568.48,118.78,136.36,9091.54,1441.59,1028.41,115.09375
2012-09-26,1433.32,145.5466,2498.52,119.63,136.49,8906.7,1433.32,1020.96,115.4375
2012-09-27,1447.15,146.919,2506.06,119.43,136.49,8949.87,1447.15,1036.62,115.203125
2012-09-28,1440.67,148.5061,2454.26,119.45,136.58,8870.16,1440.67,1032.78,115.328125
2012-10-01,1444.49,149.2856,2498.81,119.55,136.66,8796.51,1444.49,1038.25,115.34375
2012-10-02,1445.75,148.979,2493.59,119.48,136.67,8786.05,1445.75,1033.77,115.390625
2012-10-03,1450.99,147.2697,2492.48,119.71,136.64,8746.87,1450.99,1036.21,115.53125
2012-10-04,1461.4,148.821,2485.75,119.33,136.56,8824.59,1461.4,1045.94,115.171875
2012-10-05,1460.93,147.7888,2531.21,119.05,136.49,8863.3,1460.93,1036.8,114.8125
2012-10-09,1441.48,147.8095,2472.23,119.42,136.54,8769.59,1441.48,1027.6,114.953125
2012-10-10,1432.56,147.0976,2456.54,119.45,136.57,8596.23,1432.56,1027.66,115.171875
2012-10-11,1432.84,148.7714,2487.08,119.39,136.71,8546.78,1432.84,1030.86,115.125
2012-10-12,1428.59,146.9175,2469.09,119.6,136.61,8534.12,1428.59,1024.51,115.15625
2012-10-15,1440.13,145.3848,2485.12,119.42,136.7,8577.93,1440.13,1011.64,115.140625
2012-10-16,1454.92,145.6473,2547.9,118.86,136.66,8701.31,1454.92,1016.71,114.75
2012-10-17,1460.91,146.7818,2569.83,117.85,136.58,8806.55,1460.91,1020.61,114.03125
2012-10-18,1457.34,147.642,2574.19,118.0,136.3,8982.86,1457.34,1015.78,113.9375
2012-10-19,1433.19,146.3712,2542.24,118.57,136.37,9002.68,1433.19,1003.73,114.359375
